File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF350AET	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	3	3_1							/files/ENCFF860IRS/, /files/ENCFF910IKB/	6664929	ENCODE Processing Pipeline	0abc58eb407274509ee0756648997027		https://www.encodeproject.org/files/ENCFF350AET/@@download/ENCFF350AET.bed.gz				released	s3://encode-public/2016/10/24/2b7810bf-006a-4913-bbdb-b7ce72942590/ENCFF350AET.bed.gz	ENCODE3 GRCh38	archived			
ENCFF617JTC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF860IRS/, /files/ENCFF227IZS/, /files/ENCFF263MBV/, /files/ENCFF910IKB/	7267852	ENCODE Processing Pipeline	ea204ba38af0a06568afd393be48c473		https://www.encodeproject.org/files/ENCFF617JTC/@@download/ENCFF617JTC.bed.gz				released	s3://encode-public/2016/10/24/a8c07827-59d7-4f5e-b8f3-3fbd7786763d/ENCFF617JTC.bed.gz	ENCODE3 GRCh38	archived			
ENCFF937LGS	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF617JTC/, /files/ENCFF419RSJ/, /files/ENCFF698PFW/, /files/ENCFF350AET/	154306	ENCODE Processing Pipeline	10e41f35487806314be10a7bc33c89f1		https://www.encodeproject.org/files/ENCFF937LGS/@@download/ENCFF937LGS.bed.gz				released	s3://encode-public/2016/10/24/4e69af3f-51b2-4b93-ab6c-6a51c470ef09/ENCFF937LGS.bed.gz	ENCODE3 GRCh38	archived			
ENCFF909RMQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF617JTC/, /files/ENCFF419RSJ/, /files/ENCFF698PFW/, /files/ENCFF350AET/	240056	ENCODE Processing Pipeline	15bf101d68f40346d3faec87fbca4aa1		https://www.encodeproject.org/files/ENCFF909RMQ/@@download/ENCFF909RMQ.bed.gz				released	s3://encode-public/2016/10/24/8a496231-6f55-4286-8b9c-8796e0380e5d/ENCFF909RMQ.bed.gz	ENCODE3 GRCh38	archived			
ENCFF654INX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	3	3_1							/files/ENCFF978JTT/, /files/ENCFF581ZJL/	6632005	ENCODE Processing Pipeline	91abe29c9a4aed1614168c0945be1519		https://www.encodeproject.org/files/ENCFF654INX/@@download/ENCFF654INX.bed.gz				released	s3://encode-public/2017/03/06/520d9dee-b2d3-4cb7-8dc6-3a6210e0d3da/ENCFF654INX.bed.gz	ENCODE3 hg19	archived			
ENCFF261XPP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF001TDO/, /files/ENCFF506ZBZ/, /files/ENCFF612BYB/, /files/ENCFF654INX/	242184	ENCODE Processing Pipeline	ac65d03826f780526495ec873aa0d673		https://www.encodeproject.org/files/ENCFF261XPP/@@download/ENCFF261XPP.bed.gz				released	s3://encode-public/2017/03/06/8bb0bab1-2cb0-4b2d-bee3-e2b9959a21e9/ENCFF261XPP.bed.gz	ENCODE3 hg19	archived			
ENCFF506ZBZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2	2_1							/files/ENCFF051LWI/, /files/ENCFF770FOE/	6818155	ENCODE Processing Pipeline	608eaff7ddd2e050aa1865b7cbf368e2		https://www.encodeproject.org/files/ENCFF506ZBZ/@@download/ENCFF506ZBZ.bed.gz				released	s3://encode-public/2017/03/06/9368a7ea-1455-4e36-9838-1a49aa9270c6/ENCFF506ZBZ.bed.gz	ENCODE3 hg19	archived			
ENCFF612BYB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF978JTT/, /files/ENCFF770FOE/, /files/ENCFF581ZJL/, /files/ENCFF051LWI/	7262870	ENCODE Processing Pipeline	09fd9a63d684e03969815904c0fe1c20		https://www.encodeproject.org/files/ENCFF612BYB/@@download/ENCFF612BYB.bed.gz				released	s3://encode-public/2017/03/06/bfecd7f4-9476-4694-827c-2e9bb8524964/ENCFF612BYB.bed.gz	ENCODE3 hg19	archived			
ENCFF235UZG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF001TDO/, /files/ENCFF506ZBZ/, /files/ENCFF612BYB/, /files/ENCFF654INX/	153665	ENCODE Processing Pipeline	457f23bc42d399c1f2eeccd3a189a518		https://www.encodeproject.org/files/ENCFF235UZG/@@download/ENCFF235UZG.bed.gz				released	s3://encode-public/2017/03/06/165eeb0d-e349-4675-a454-37ab7243dcf4/ENCFF235UZG.bed.gz	ENCODE3 hg19	archived			
ENCFF442AFD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2	2_1							/files/ENCFF356LFX/, /files/ENCFF822ODT/, /files/ENCFF023LND/, /files/ENCFF970CZZ/, /files/ENCFF936FZX/, /files/ENCFF037WIZ/	72706	ENCODE Processing Pipeline	594f5c3b789de28c719fccfd7e9ffd1a		https://www.encodeproject.org/files/ENCFF442AFD/@@download/ENCFF442AFD.bed.gz				released	s3://encode-public/2020/12/09/086e772b-41c3-41d2-aa62-e0511ffa4782/ENCFF442AFD.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF326KBS	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF822ODT/, /files/ENCFF023LND/, /files/ENCFF970CZZ/, /files/ENCFF419FNY/, /files/ENCFF037WIZ/, /files/ENCFF936FZX/	149519	ENCODE Processing Pipeline	d814e8046f22149e5a8fee3ded8b6b7e		https://www.encodeproject.org/files/ENCFF326KBS/@@download/ENCFF326KBS.bed.gz				released	s3://encode-public/2020/12/09/7276b473-3d47-4b78-b729-5b8100b0f010/ENCFF326KBS.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF830QPS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	3	3_1							/files/ENCFF356LFX/, /files/ENCFF822ODT/, /files/ENCFF970CZZ/, /files/ENCFF419FNY/, /files/ENCFF037WIZ/, /files/ENCFF936FZX/	88995	ENCODE Processing Pipeline	950ee1dfeab98d6ec81604c1d0895b98		https://www.encodeproject.org/files/ENCFF830QPS/@@download/ENCFF830QPS.bed.gz				released	s3://encode-public/2020/12/09/c8bb665c-a7af-4ff7-8c66-2b6d0eeba23d/ENCFF830QPS.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF986BYT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR033VAZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	DNA						2016-04-22	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF822ODT/, /files/ENCFF023LND/, /files/ENCFF970CZZ/, /files/ENCFF419FNY/, /files/ENCFF037WIZ/, /files/ENCFF936FZX/	156835	ENCODE Processing Pipeline	4a10eafbcbccb914e0eb9c12e2bc3d9b		https://www.encodeproject.org/files/ENCFF986BYT/@@download/ENCFF986BYT.bed.gz				released	s3://encode-public/2020/12/09/66610374-53a0-41bd-bf4e-ecc56f858f57/ENCFF986BYT.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF547YIN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	2	2_1							/files/ENCFF901YVZ/, /files/ENCFF450GNQ/, /files/ENCFF479DBP/	5303306	ENCODE Processing Pipeline	f4b95d3792cf7bb2a28b892f0b61723a		https://www.encodeproject.org/files/ENCFF547YIN/@@download/ENCFF547YIN.bed.gz				released	s3://encode-public/2018/01/09/4f4509ec-f09b-4aca-b5e0-1c98c8c85105/ENCFF547YIN.bed.gz	ENCODE3 GRCh38	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF308JXP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF901YVZ/, /files/ENCFF450GNQ/, /files/ENCFF178TOV/, /files/ENCFF479DBP/	6396688	ENCODE Processing Pipeline	444f64a9039aa0232ba3ad63b17aacd2		https://www.encodeproject.org/files/ENCFF308JXP/@@download/ENCFF308JXP.bed.gz				released	s3://encode-public/2018/01/09/941582ee-5220-413e-8bc8-2fb3a4691d44/ENCFF308JXP.bed.gz	ENCODE3 GRCh38	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF642XRH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF547YIN/, /files/ENCFF308JXP/, /files/ENCFF419RSJ/, /files/ENCFF433SRS/	71876	ENCODE Processing Pipeline	e801d4338ed53acc54be8dc25e60bfe0		https://www.encodeproject.org/files/ENCFF642XRH/@@download/ENCFF642XRH.bed.gz				released	s3://encode-public/2018/01/09/36a14521-f06e-4f5e-a149-c944a899a898/ENCFF642XRH.bed.gz	ENCODE3 GRCh38	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF433SRS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1	1_1							/files/ENCFF450GNQ/, /files/ENCFF178TOV/, /files/ENCFF901YVZ/	5193233	ENCODE Processing Pipeline	aeb5e8718188bd7568507460eaba7894		https://www.encodeproject.org/files/ENCFF433SRS/@@download/ENCFF433SRS.bed.gz				released	s3://encode-public/2018/01/09/5b55035c-12c5-463b-8d54-508d5c85bddf/ENCFF433SRS.bed.gz	ENCODE3 GRCh38	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF057DYX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF547YIN/, /files/ENCFF308JXP/, /files/ENCFF419RSJ/, /files/ENCFF433SRS/	64889	ENCODE Processing Pipeline	b0e32d660738816e2c3d400a9b1835b2		https://www.encodeproject.org/files/ENCFF057DYX/@@download/ENCFF057DYX.bed.gz				released	s3://encode-public/2018/01/09/9fc80dd5-4612-47cf-aa1d-4d7e5a2aca02/ENCFF057DYX.bed.gz	ENCODE3 GRCh38	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF155AMR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1	1_1							/files/ENCFF536AHS/, /files/ENCFF366PYR/, /files/ENCFF609QFO/	5235237	ENCODE Processing Pipeline	0ebc661caa54753dea0073347dc8f02a		https://www.encodeproject.org/files/ENCFF155AMR/@@download/ENCFF155AMR.bed.gz				released	s3://encode-public/2018/01/10/e247470a-c6a0-4f37-8d13-89d32e293437/ENCFF155AMR.bed.gz	ENCODE3 hg19	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF460OWI	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF574KTG/, /files/ENCFF174MCF/, /files/ENCFF155AMR/	73393	ENCODE Processing Pipeline	d6389652c6e67c173138bb1b4e326b7b		https://www.encodeproject.org/files/ENCFF460OWI/@@download/ENCFF460OWI.bed.gz				released	s3://encode-public/2018/01/10/c58399ba-e9f4-472e-b095-f425186d9d14/ENCFF460OWI.bed.gz	ENCODE3 hg19	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF574KTG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF536AHS/, /files/ENCFF910NGM/, /files/ENCFF366PYR/, /files/ENCFF609QFO/	6437606	ENCODE Processing Pipeline	68f17d6ecd68ff624dbdd7561e2b303b		https://www.encodeproject.org/files/ENCFF574KTG/@@download/ENCFF574KTG.bed.gz				released	s3://encode-public/2018/01/10/7bdc275d-a30f-404f-84b0-1e3526b7a46d/ENCFF574KTG.bed.gz	ENCODE3 hg19	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF882EOS	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF574KTG/, /files/ENCFF174MCF/, /files/ENCFF155AMR/	69778	ENCODE Processing Pipeline	7f6a55c330a82aefe93ff25089f697fb		https://www.encodeproject.org/files/ENCFF882EOS/@@download/ENCFF882EOS.bed.gz				released	s3://encode-public/2018/01/10/0e950ef5-1477-4deb-b388-08c1a8f0e2aa/ENCFF882EOS.bed.gz	ENCODE3 hg19	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF174MCF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR945NSF	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP2-human	DNA			SDS	formaldehyde		2018-01-16	ENCODE			200-400	2	2_1							/files/ENCFF536AHS/, /files/ENCFF910NGM/, /files/ENCFF609QFO/	5397295	ENCODE Processing Pipeline	30f532ed213f19a383377aecaea5aa33		https://www.encodeproject.org/files/ENCFF174MCF/@@download/ENCFF174MCF.bed.gz				released	s3://encode-public/2018/01/10/77f88a72-e28e-415c-98b6-9c528ba72221/ENCFF174MCF.bed.gz	ENCODE3 hg19	in progress	low read depth, low read length	severe bottlenecking, poor library complexity	
ENCFF527RBD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1	1_1							/files/ENCFF449NNE/, /files/ENCFF449XWV/	6353137	ENCODE Processing Pipeline	f1e171f6771702c5c096fcc70a65600a		https://www.encodeproject.org/files/ENCFF527RBD/@@download/ENCFF527RBD.bed.gz				released	s3://encode-public/2016/09/01/c3306b6e-f1a4-488a-8d15-d322f108659c/ENCFF527RBD.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption		
ENCFF674AYU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	2	2_1							/files/ENCFF822QTV/, /files/ENCFF999EQI/	6306629	ENCODE Processing Pipeline	9a7d70950ca0f45844d3e13316b55692		https://www.encodeproject.org/files/ENCFF674AYU/@@download/ENCFF674AYU.bed.gz				released	s3://encode-public/2016/09/01/d4dddd85-8387-40d2-84e5-416f6f2b8e98/ENCFF674AYU.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption		
ENCFF716TQR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822QTV/, /files/ENCFF449NNE/, /files/ENCFF449XWV/, /files/ENCFF999EQI/	7210716	ENCODE Processing Pipeline	8dbc620b4a59bed3377993647e1aed9c		https://www.encodeproject.org/files/ENCFF716TQR/@@download/ENCFF716TQR.bed.gz				released	s3://encode-public/2016/09/01/fc58c77e-d385-4134-9169-19630cdcb046/ENCFF716TQR.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption		
ENCFF566DXN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF716TQR/, /files/ENCFF674AYU/, /files/ENCFF527RBD/	53251	ENCODE Processing Pipeline	76776cbcc272aff1bda84cabbe990918		https://www.encodeproject.org/files/ENCFF566DXN/@@download/ENCFF566DXN.bed.gz				released	s3://encode-public/2016/09/01/b17e9686-01ff-4e3b-9692-acfe7cf2f740/ENCFF566DXN.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption		
ENCFF920LEU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF716TQR/, /files/ENCFF674AYU/, /files/ENCFF527RBD/	88695	ENCODE Processing Pipeline	3294d59a75115ea2e7bba0de196a9231		https://www.encodeproject.org/files/ENCFF920LEU/@@download/ENCFF920LEU.bed.gz				released	s3://encode-public/2016/09/01/d86c68c7-dd2c-4302-8577-64078ea9c7bf/ENCFF920LEU.bed.gz	ENCODE3 hg19	archived	antibody characterized with exemption		
ENCFF717KIQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1	1_1							/files/ENCFF973ZYR/, /files/ENCFF190EPQ/	6201899	ENCODE Processing Pipeline	282b3633841b09b2cbe9082a3224bb80		https://www.encodeproject.org/files/ENCFF717KIQ/@@download/ENCFF717KIQ.bed.gz				released	s3://encode-public/2016/10/28/734a8220-5360-4dc8-ae30-665151c3e6f7/ENCFF717KIQ.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption		
ENCFF351DID	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	2	2_1							/files/ENCFF950AXC/, /files/ENCFF687IOA/	6154340	ENCODE Processing Pipeline	f9bd0f60c8e0af17cca4163c2fc45425		https://www.encodeproject.org/files/ENCFF351DID/@@download/ENCFF351DID.bed.gz				released	s3://encode-public/2016/10/28/14e25687-0339-4498-8a60-7bdf1d425473/ENCFF351DID.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption		
ENCFF042FXY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF973ZYR/, /files/ENCFF950AXC/, /files/ENCFF687IOA/, /files/ENCFF190EPQ/	7133511	ENCODE Processing Pipeline	54fcff6a0b2b939a406f9095f6a04841		https://www.encodeproject.org/files/ENCFF042FXY/@@download/ENCFF042FXY.bed.gz				released	s3://encode-public/2016/10/28/edc9e1c3-0c80-4b6a-a380-09d61f0f5091/ENCFF042FXY.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption		
ENCFF106YYN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF042FXY/, /files/ENCFF717KIQ/, /files/ENCFF351DID/	60210	ENCODE Processing Pipeline	c67c95c308ec04089f67400b647f5b75		https://www.encodeproject.org/files/ENCFF106YYN/@@download/ENCFF106YYN.bed.gz				released	s3://encode-public/2016/10/28/b0962fa7-7b2a-4f86-916d-77ad772efe82/ENCFF106YYN.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption		
ENCFF332FUE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF042FXY/, /files/ENCFF717KIQ/, /files/ENCFF351DID/	92457	ENCODE Processing Pipeline	33bf0efe3d0d2d15b20ba97f4ea896e1		https://www.encodeproject.org/files/ENCFF332FUE/@@download/ENCFF332FUE.bed.gz				released	s3://encode-public/2016/10/28/28e32185-5806-4e79-9866-d55c59c4fbd2/ENCFF332FUE.bed.gz	ENCODE3 GRCh38	archived	antibody characterized with exemption		
ENCFF499LYM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1	1_1							/files/ENCFF622QQU/, /files/ENCFF605JZF/, /files/ENCFF356LFX/, /files/ENCFF243SVA/	24422	ENCODE Processing Pipeline	14bf800a5f30eb8904eecddfb66faa62		https://www.encodeproject.org/files/ENCFF499LYM/@@download/ENCFF499LYM.bed.gz				released	s3://encode-public/2020/12/02/8f274cb4-74cf-4180-923f-aa95eabcbb21/ENCFF499LYM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF813SPM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF605JZF/, /files/ENCFF356LFX/, /files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF013STE/	59242	ENCODE Processing Pipeline	3aa5a50c218d756ac081283830c82148		https://www.encodeproject.org/files/ENCFF813SPM/@@download/ENCFF813SPM.bed.gz				released	s3://encode-public/2020/12/02/c7eb7224-67fc-4505-91c4-85f8c582d312/ENCFF813SPM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF136RSQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	2	2_1							/files/ENCFF622QQU/, /files/ENCFF013STE/, /files/ENCFF356LFX/, /files/ENCFF243SVA/	43153	ENCODE Processing Pipeline	d83001fe6fe2e11025aaedf0fa4cf166		https://www.encodeproject.org/files/ENCFF136RSQ/@@download/ENCFF136RSQ.bed.gz				released	s3://encode-public/2020/12/02/5a05170e-7dd3-4dda-8e3c-3ae221abca29/ENCFF136RSQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF425AHN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR799GOY	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										YBX1-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF605JZF/, /files/ENCFF356LFX/, /files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF013STE/	66547	ENCODE Processing Pipeline	186535a05462674a9e367bccf0679b49		https://www.encodeproject.org/files/ENCFF425AHN/@@download/ENCFF425AHN.bed.gz				released	s3://encode-public/2020/12/02/51e7caee-233b-4202-bbfd-ff8f795fc602/ENCFF425AHN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
